id,Geographic Area Name,Population 18 to 24 years,Population 18 to 24 years w/ Bachelor's degree or higher,Population 25 years and over,Population 25 years and over w/ Bachelor's degree or higher,Degree_percent
0500000US12129,"Wakulla County, Florida",2065,1,22983,4225,0.168716065
0500000US12131,"Walton County, Florida",4250,284,48209,13686,0.266303208
0500000US12133,"Washington County, Florida",2063,0,17628,2069,0.105073384
0500000US13001,"Appling County, Georgia",1522,29,12323,1193,0.088262911
0500000US13003,"Atkinson County, Georgia",771,6,5230,519,0.087485419
0500000US13005,"Bacon County, Georgia",930,0,7429,749,0.08960402
0500000US13007,"Baker County, Georgia",244,24,2315,284,0.120359515
0500000US13009,"Baldwin County, Georgia",8528,357,28060,5869,0.170165081
0500000US13011,"Banks County, Georgia",1432,29,12821,1647,0.117589279
0500000US13013,"Barrow County, Georgia",6156,153,50285,8862,0.159724314
0500000US13015,"Bartow County, Georgia",8980,314,69063,13471,0.176633394
0500000US13017,"Ben Hill County, Georgia",1409,56,11400,1370,0.111327973
0500000US13019,"Berrien County, Georgia",1374,81,13050,1541,0.11245147
0500000US13021,"Bibb County, Georgia",15709,904,99763,25616,0.229666066
0500000US13023,"Bleckley County, Georgia",2120,49,7861,1355,0.140667268
0500000US13025,"Brantley County, Georgia",1547,161,12532,1025,0.084238937
0500000US13027,"Brooks County, Georgia",1103,17,11096,1686,0.139601607
0500000US13029,"Bryan County, Georgia",2799,129,22564,7357,0.295154359
0500000US13031,"Bulloch County, Georgia",18318,1155,41472,11359,0.209299214
0500000US13033,"Burke County, Georgia",1954,123,14705,1857,0.118854673
0500000US13035,"Butts County, Georgia",2102,17,16729,1902,0.101906431
0500000US13037,"Calhoun County, Georgia",534,0,4744,446,0.084501705
0500000US13039,"Camden County, Georgia",6796,586,32979,8083,0.217950974
0500000US13043,"Candler County, Georgia",924,27,7187,1013,0.128220935
0500000US13045,"Carroll County, Georgia",15332,617,72829,14982,0.176937648
0500000US13047,"Catoosa County, Georgia",5317,348,45585,9461,0.192703627
0500000US13049,"Charlton County, Georgia",1468,30,9040,953,0.093547773
0500000US13051,"Chatham County, Georgia",32484,3538,192097,63823,0.299940779
0500000US13053,"Chattahoochee County, Georgia",3572,415,4878,1627,0.241656805
0500000US13055,"Chattooga County, Georgia",2125,17,17078,1675,0.088111233
0500000US13057,"Cherokee County, Georgia",19149,1451,161547,59717,0.338513304
0500000US13059,"Clarke County, Georgia",33455,4410,69493,29655,0.330895209
0500000US13061,"Clay County, Georgia",227,0,2190,173,0.071576334
0500000US13063,"Clayton County, Georgia",28212,1671,172122,33538,0.175751495
0500000US13065,"Clinch County, Georgia",435,29,4498,500,0.107236975
0500000US13067,"Cobb County, Georgia",67658,8811,497192,231209,0.424926972
0500000US13069,"Coffee County, Georgia",4504,160,27907,3683,0.118570856
0500000US13071,"Colquitt County, Georgia",4112,248,29439,3666,0.116658222
0500000US13073,"Columbia County, Georgia",12131,1115,97342,34160,0.322225572
0500000US13075,"Cook County, Georgia",1470,63,11269,1752,0.142475862
0500000US13077,"Coweta County, Georgia",11664,946,93522,27895,0.274190482
0500000US13079,"Crawford County, Georgia",946,13,8779,907,0.094601542
0500000US13081,"Crisp County, Georgia",2082,40,15085,2066,0.12267723
0500000US13083,"Dade County, Georgia",2067,24,11093,1540,0.118844985
0500000US13085,"Dawson County, Georgia",1868,93,16987,5163,0.27875895
0500000US13087,"Decatur County, Georgia",2439,59,17797,2592,0.131004151
0500000US13089,"DeKalb County, Georgia",65502,10050,503419,218302,0.401377344
0500000US13091,"Dodge County, Georgia",1809,23,14928,2045,0.123558583
0500000US13093,"Dooly County, Georgia",1284,26,10087,1137,0.102277724
0500000US13095,"Dougherty County, Georgia",11082,356,57866,12376,0.184660904
0500000US13097,"Douglas County, Georgia",13207,997,91243,24762,0.246615606
0500000US13099,"Early County, Georgia",829,0,6941,1085,0.13963964
0500000US13101,"Echols County, Georgia",301,0,2832,250,0.079795723
0500000US13103,"Effingham County, Georgia",4892,244,38065,7647,0.183695323
0500000US13105,"Elbert County, Georgia",1484,47,13529,1466,0.100779325
0500000US13107,"Emanuel County, Georgia",2011,59,14832,1835,0.112450276
0500000US13109,"Evans County, Georgia",658,23,7229,1119,0.144795233
0500000US13111,"Fannin County, Georgia",1585,74,19089,4057,0.199816194
0500000US13113,"Fayette County, Georgia",9823,1148,75475,35115,0.425133063
0500000US13115,"Floyd County, Georgia",10065,706,64087,13103,0.186225591
0500000US13117,"Forsyth County, Georgia",15713,2121,142017,73406,0.478837254
0500000US13119,"Franklin County, Georgia",2191,90,15365,2077,0.123433584
0500000US13121,"Fulton County, Georgia",104967,19455,686663,352847,0.470297993
0500000US13123,"Gilmer County, Georgia",2161,14,21857,4382,0.183029395
0500000US13125,"Glascock County, Georgia",243,35,2062,186,0.095878525
0500000US13127,"Glynn County, Georgia",6796,482,58258,17267,0.272834876
0500000US13129,"Gordon County, Georgia",4791,174,37781,5449,0.13208212
0500000US13131,"Grady County, Georgia",1761,45,16949,2391,0.130197755
0500000US13133,"Greene County, Georgia",1055,109,12663,3273,0.246537396
0500000US13135,"Gwinnett County, Georgia",82008,8729,572839,206823,0.329163912
0500000US13137,"Habersham County, Georgia",4620,203,29626,5541,0.167727618
0500000US13139,"Hall County, Georgia",17894,896,127116,30566,0.216964347
0500000US13141,"Hancock County, Georgia",639,0,6688,590,0.080524089
0500000US13143,"Haralson County, Georgia",2227,69,19703,2762,0.129092567
0500000US13145,"Harris County, Georgia",2774,173,23469,7015,0.273901612
0500000US13147,"Hart County, Georgia",1864,17,18388,2785,0.138356706
0500000US13149,"Heard County, Georgia",930,85,8026,783,0.096918267
0500000US13151,"Henry County, Georgia",20711,1543,142179,40226,0.256424581
0500000US13153,"Houston County, Georgia",13760,1194,98921,26999,0.250201897
0500000US13155,"Irwin County, Georgia",1052,4,6206,889,0.123036649
0500000US13157,"Jackson County, Georgia",4749,124,44233,9306,0.192519701
0500000US13159,"Jasper County, Georgia",1069,72,9419,1016,0.103737605
0500000US13161,"Jeff Davis County, Georgia",1240,44,9705,969,0.092553677
0500000US13163,"Jefferson County, Georgia",1352,36,10660,1175,0.100815851
0500000US13165,"Jenkins County, Georgia",971,5,5816,538,0.080005894
0500000US13167,"Johnson County, Georgia",1073,25,6728,701,0.093064992
0500000US13169,"Jones County, Georgia",2244,44,19544,3924,0.182118597
0500000US13171,"Lamar County, Georgia",2777,15,11871,2035,0.139950847
0500000US13173,"Lanier County, Georgia",892,33,6832,1118,0.149016054
0500000US13175,"Laurens County, Georgia",4092,70,31598,4916,0.139702998
0500000US13177,"Lee County, Georgia",2212,163,19326,4939,0.236883648
0500000US13179,"Liberty County, Georgia",8915,345,35621,6501,0.15371834
0500000US13181,"Lincoln County, Georgia",565,51,5714,769,0.130594044
0500000US13183,"Long County, Georgia",1730,28,11323,1756,0.136673562
0500000US13185,"Lowndes County, Georgia",19878,1383,67252,17185,0.213106852
0500000US13187,"Lumpkin County, Georgia",6141,301,20043,5251,0.212037886
0500000US13189,"McDuffie County, Georgia",1715,46,14303,1962,0.125358971
0500000US13191,"McIntosh County, Georgia",956,62,10727,1673,0.148506377
0500000US13193,"Macon County, Georgia",1293,0,9557,820,0.075576037
0500000US13195,"Madison County, Georgia",2387,125,19845,3582,0.166741634
0500000US13197,"Marion County, Georgia",714,56,6125,803,0.125603158
0500000US13199,"Meriwether County, Georgia",1735,73,14761,1692,0.106995635
0500000US13201,"Miller County, Georgia",303,44,4194,515,0.124305092
0500000US13205,"Mitchell County, Georgia",1909,60,15311,1696,0.101974448
0500000US13207,"Monroe County, Georgia",2307,331,19051,5008,0.24997659
0500000US13209,"Montgomery County, Georgia",1171,22,5968,842,0.121025354
0500000US13211,"Morgan County, Georgia",1595,57,12538,2613,0.18891955
0500000US13213,"Murray County, Georgia",3367,37,26263,2464,0.084407695
0500000US13215,"Muscogee County, Georgia",20475,1318,127410,33352,0.234438922
0500000US13217,"Newton County, Georgia",10099,539,67991,13311,0.177359457
0500000US13219,"Oconee County, Georgia",2899,316,24184,12366,0.468264225
0500000US13221,"Oglethorpe County, Georgia",1023,77,10589,1790,0.16078195
0500000US13223,"Paulding County, Georgia",13562,857,100232,24204,0.220231295
0500000US13225,"Peach County, Georgia",3755,163,17415,3384,0.167548418
0500000US13227,"Pickens County, Georgia",2144,147,22326,5298,0.222517368
0500000US13229,"Pierce County, Georgia",1361,64,12987,1550,0.112489546
0500000US13231,"Pike County, Georgia",1486,33,12276,1957,0.144601075
0500000US13233,"Polk County, Georgia",3410,42,27418,3345,0.109867653
0500000US13235,"Pulaski County, Georgia",997,28,8309,1032,0.113905008
0500000US13237,"Putnam County, Georgia",1618,83,15483,3438,0.205894392
0500000US13239,"Quitman County, Georgia",122,0,1733,158,0.085175202
0500000US13241,"Rabun County, Georgia",1116,56,12551,3110,0.231652887
0500000US13243,"Randolph County, Georgia",592,0,4671,545,0.103553107
0500000US13245,"Richmond County, Georgia",23425,1912,131125,27954,0.193244905
0500000US13247,"Rockdale County, Georgia",8310,764,58138,15399,0.243242837
0500000US13249,"Schley County, Georgia",572,0,3405,440,0.110636158
0500000US13251,"Screven County, Georgia",1298,18,9643,1369,0.126770862
0500000US13253,"Seminole County, Georgia",693,27,5929,856,0.133343401
0500000US13255,"Spalding County, Georgia",5299,333,43913,7211,0.153295944
0500000US13257,"Stephens County, Georgia",2647,127,17285,3826,0.198324303
0500000US13259,"Stewart County, Georgia",691,10,4554,512,0.099523356
0500000US13261,"Sumter County, Georgia",4235,253,19060,3548,0.163168062
0500000US13263,"Talbot County, Georgia",506,14,4754,572,0.111406844
0500000US13265,"Taliaferro County, Georgia",132,9,1291,90,0.069571328
0500000US13267,"Tattnall County, Georgia",2282,20,17832,2346,0.117629512
0500000US13269,"Taylor County, Georgia",836,16,5663,635,0.100169257
0500000US13271,"Telfair County, Georgia",1225,0,12147,1015,0.075904876
0500000US13273,"Terrell County, Georgia",716,15,6079,746,0.111994113
0500000US13275,"Thomas County, Georgia",3543,298,30431,7021,0.215429446
0500000US13277,"Tift County, Georgia",4653,31,25790,4257,0.140853398
0500000US13279,"Toombs County, Georgia",2200,31,17632,2790,0.142244857
0500000US13281,"Towns County, Georgia",1610,137,8333,2185,0.233531127
0500000US13283,"Treutlen County, Georgia",468,18,4727,644,0.127430221
0500000US13285,"Troup County, Georgia",7033,609,45424,8389,0.171530968
0500000US13287,"Turner County, Georgia",545,2,5482,685,0.113987058
0500000US13289,"Twiggs County, Georgia",623,22,6065,571,0.088666268
0500000US13291,"Union County, Georgia",1314,155,17703,3971,0.216963769
0500000US13293,"Upson County, Georgia",2160,89,17973,2470,0.127104753
0500000US13295,"Walker County, Georgia",5424,100,48169,7662,0.144832348
0500000US13297,"Walton County, Georgia",7631,351,59763,11885,0.181559189
0500000US13299,"Ware County, Georgia",2874,33,24179,3358,0.125346542
0500000US13301,"Warren County, Georgia",294,37,3924,527,0.13371266
0500000US13303,"Washington County, Georgia",1775,34,14136,1975,0.126264848
0500000US13305,"Wayne County, Georgia",2347,54,20050,2579,0.117560388
0500000US13307,"Webster County, Georgia",184,10,1804,211,0.111167002
0500000US13309,"Wheeler County, Georgia",1111,0,5484,703,0.106595906
0500000US13311,"White County, Georgia",2573,110,20514,4383,0.194611686
0500000US13313,"Whitfield County, Georgia",9696,681,66692,10491,0.146253338
0500000US13315,"Wilcox County, Georgia",817,6,6337,720,0.101481689
0500000US13317,"Wilkes County, Georgia",858,26,6967,876,0.115271565
0500000US13319,"Wilkinson County, Georgia",704,54,6287,668,0.10327564
0500000US13321,"Worth County, Georgia",1669,20,14185,1470,0.093982591
0500000US15001,"Hawaii County, Hawaii",14749,1028,139689,41196,0.273404214
0500000US15003,"Honolulu County, Hawaii",95902,8756,680707,233677,0.312168672
0500000US15005,"Kalawao County, Hawaii",2,0,69,17,0.23943662
0500000US15007,"Kauai County, Hawaii",4950,335,50696,14968,0.27500629
0500000US15009,"Maui County, Hawaii",11558,780,117206,31138,0.247879842
0500000US16001,"Ada County, Idaho",38619,3741,298286,112640,0.345441593
0500000US16003,"Adams County, Idaho",217,0,3065,584,0.17794028
0500000US16005,"Bannock County, Idaho",9029,622,53417,14549,0.242945905
0500000US16007,"Bear Lake County, Idaho",440,42,3922,795,0.191884457
0500000US16009,"Benewah County, Idaho",578,33,6383,967,0.14365752
0500000US16011,"Bingham County, Idaho",4100,131,27164,5619,0.183917605
0500000US16013,"Blaine County, Idaho",1545,93,15414,5892,0.352909959
0500000US16015,"Boise County, Idaho",358,0,5522,1502,0.255442177
0500000US16017,"Bonner County, Idaho",2589,43,31587,7305,0.215004682
0500000US16019,"Bonneville County, Idaho",9565,689,67789,20381,0.272384104
0500000US16021,"Boundary County, Idaho",765,12,8044,1529,0.174934726
0500000US16023,"Butte County, Idaho",73,0,1942,353,0.175186104
0500000US16025,"Camas County, Idaho",55,0,610,119,0.178947368
0500000US16027,"Canyon County, Idaho",20177,761,129864,23741,0.163302031
0500000US16029,"Caribou County, Idaho",471,14,4420,878,0.182375792
0500000US16031,"Cassia County, Idaho",2087,60,13905,2583,0.165270135
0500000US16033,"Clark County, Idaho",155,5,592,92,0.129852744
0500000US16035,"Clearwater County, Idaho",526,18,6686,1129,0.159040488
0500000US16037,"Custer County, Idaho",267,16,3164,729,0.217137861
0500000US16039,"Elmore County, Idaho",3319,88,16356,2690,0.141194409
0500000US16041,"Franklin County, Idaho",972,118,7899,1427,0.174163003
0500000US16043,"Fremont County, Idaho",1197,71,8264,1726,0.189937639
0500000US16045,"Gem County, Idaho",1285,139,11784,1749,0.144463999
0500000US16047,"Gooding County, Idaho",1263,16,9750,1481,0.135930264
0500000US16049,"Idaho County, Idaho",1118,7,11980,2419,0.185219117
0500000US16051,"Jefferson County, Idaho",2300,7,16025,3616,0.197708049
0500000US16053,"Jerome County, Idaho",2041,53,14120,2098,0.133098199
0500000US16055,"Kootenai County, Idaho",12219,591,105732,26349,0.228399929
0500000US16057,"Latah County, Idaho",9980,1305,21864,9861,0.350646904
0500000US16059,"Lemhi County, Idaho",462,8,5898,1243,0.196698113
0500000US16061,"Lewis County, Idaho",250,5,2705,469,0.160406091
0500000US16063,"Lincoln County, Idaho",438,32,3258,330,0.097943723
0500000US16065,"Madison County, Idaho",11839,699,16293,5923,0.235390303
0500000US16067,"Minidoka County, Idaho",1889,14,12802,1711,0.117418828
0500000US16069,"Nez Perce County, Idaho",3600,261,27855,6092,0.20197107
0500000US16071,"Oneida County, Idaho",356,22,2701,419,0.144259078
0500000US16073,"Owyhee County, Idaho",993,29,7436,833,0.102265986
0500000US16075,"Payette County, Idaho",1800,29,15025,2138,0.128796434
0500000US16077,"Power County, Idaho",540,83,4852,773,0.158753709
0500000US16079,"Shoshone County, Idaho",843,43,9171,1064,0.110545237
0500000US16081,"Teton County, Idaho",813,85,7346,3050,0.384238264
0500000US16083,"Twin Falls County, Idaho",7207,204,53218,10943,0.184476624
0500000US16085,"Valley County, Idaho",406,0,8097,2435,0.286369517
0500000US16087,"Washington County, Idaho",621,31,7059,1043,0.13984375
0500000US17001,"Adams County, Illinois",5220,383,46174,11448,0.230201969
0500000US17003,"Alexander County, Illinois",407,0,4544,515,0.10401939
0500000US17005,"Bond County, Illinois",1684,27,11823,2576,0.192714889
0500000US17007,"Boone County, Illinois",4972,405,34927,8113,0.21348906
0500000US17009,"Brown County, Illinois",635,82,4994,685,0.136258661
0500000US17011,"Bureau County, Illinois",2552,169,23571,4641,0.184128929
0500000US17013,"Calhoun County, Illinois",340,36,3499,477,0.133628549
0500000US17015,"Carroll County, Illinois",1049,62,10672,1933,0.17020732
0500000US17017,"Cass County, Illinois",994,46,8617,1262,0.136094059
