AD,ED,Candidate,Votes
65,48,Joseph R. Biden / Kamala D. Harris (Working Families),81
65,48,Howie Hawkins / Angela Nicole Walker (Green),4
65,48,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,48,Brock Pierce / Karla Ballard (Independence),0
65,48,Scattered,5
65,49,Public Counter,585
65,49,Manually Counted Emergency,0
65,49,Absentee / Military,117
65,49,Federal,1
65,49,Special Presidential,0
65,49,Affidavit,4
65,49,Joseph R. Biden / Kamala D. Harris (Democratic),512
65,49,Donald J. Trump / Michael R. Pence (Republican),120
65,49,Donald J. Trump / Michael R. Pence (Conservative),12
65,49,Joseph R. Biden / Kamala D. Harris (Working Families),58
65,49,Howie Hawkins / Angela Nicole Walker (Green),0
65,49,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,49,Brock Pierce / Karla Ballard (Independence),0
65,49,Scattered,1
65,50,Public Counter,426
65,50,Manually Counted Emergency,0
65,50,Absentee / Military,114
65,50,Federal,3
65,50,Special Presidential,0
65,50,Affidavit,5
65,50,Joseph R. Biden / Kamala D. Harris (Democratic),410
65,50,Donald J. Trump / Michael R. Pence (Republican),85
65,50,Donald J. Trump / Michael R. Pence (Conservative),5
65,50,Joseph R. Biden / Kamala D. Harris (Working Families),45
65,50,Howie Hawkins / Angela Nicole Walker (Green),1
65,50,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,50,Brock Pierce / Karla Ballard (Independence),0
65,50,Scattered,1
65,51,Public Counter,407
65,51,Manually Counted Emergency,0
65,51,Absentee / Military,138
65,51,Federal,12
65,51,Special Presidential,0
65,51,Affidavit,4
65,51,Joseph R. Biden / Kamala D. Harris (Democratic),339
65,51,Donald J. Trump / Michael R. Pence (Republican),134
65,51,Donald J. Trump / Michael R. Pence (Conservative),13
65,51,Joseph R. Biden / Kamala D. Harris (Working Families),71
65,51,Howie Hawkins / Angela Nicole Walker (Green),1
65,51,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,51,Brock Pierce / Karla Ballard (Independence),0
65,52,Public Counter,359
65,52,Manually Counted Emergency,0
65,52,Absentee / Military,64
65,52,Federal,3
65,52,Special Presidential,0
65,52,Affidavit,4
65,52,Joseph R. Biden / Kamala D. Harris (Democratic),287
65,52,Donald J. Trump / Michael R. Pence (Republican),77
65,52,Donald J. Trump / Michael R. Pence (Conservative),8
65,52,Joseph R. Biden / Kamala D. Harris (Working Families),51
65,52,Howie Hawkins / Angela Nicole Walker (Green),2
65,52,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,52,Brock Pierce / Karla Ballard (Independence),0
65,52,Scattered,3
65,53,Public Counter,402
65,53,Manually Counted Emergency,0
65,53,Absentee / Military,60
65,53,Federal,9
65,53,Special Presidential,0
65,53,Affidavit,5
65,53,Joseph R. Biden / Kamala D. Harris (Democratic),309
65,53,Donald J. Trump / Michael R. Pence (Republican),83
65,53,Donald J. Trump / Michael R. Pence (Conservative),10
65,53,Joseph R. Biden / Kamala D. Harris (Working Families),70
65,53,Howie Hawkins / Angela Nicole Walker (Green),1
65,53,Jo Jorgensen / Jeremy Cohen (Libertarian),0
65,53,Brock Pierce / Karla Ballard (Independence),1
65,53,Scattered,1
65,54,Public Counter,368
65,54,Manually Counted Emergency,0
65,54,Absentee / Military,55
65,54,Federal,5
65,54,Special Presidential,0
65,54,Affidavit,6
65,54,Joseph R. Biden / Kamala D. Harris (Democratic),297
65,54,Donald J. Trump / Michael R. Pence (Republican),79
65,54,Donald J. Trump / Michael R. Pence (Conservative),6
65,54,Joseph R. Biden / Kamala D. Harris (Working Families),42
65,54,Howie Hawkins / Angela Nicole Walker (Green),1
65,54,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,54,Brock Pierce / Karla Ballard (Independence),1
65,54,Scattered,2
65,55,Public Counter,381
65,55,Manually Counted Emergency,0
65,55,Absentee / Military,88
65,55,Federal,8
65,55,Special Presidential,0
65,55,Affidavit,2
65,55,Joseph R. Biden / Kamala D. Harris (Democratic),320
65,55,Donald J. Trump / Michael R. Pence (Republican),89
65,55,Donald J. Trump / Michael R. Pence (Conservative),7
65,55,Joseph R. Biden / Kamala D. Harris (Working Families),57
65,55,Howie Hawkins / Angela Nicole Walker (Green),2
65,55,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,55,Brock Pierce / Karla Ballard (Independence),0
65,55,Scattered,2
65,56,Public Counter,554
65,56,Manually Counted Emergency,0
65,56,Absentee / Military,112
65,56,Federal,0
65,56,Special Presidential,0
65,56,Affidavit,8
65,56,Joseph R. Biden / Kamala D. Harris (Democratic),497
65,56,Donald J. Trump / Michael R. Pence (Republican),116
65,56,Donald J. Trump / Michael R. Pence (Conservative),8
65,56,Joseph R. Biden / Kamala D. Harris (Working Families),43
65,56,Howie Hawkins / Angela Nicole Walker (Green),3
65,56,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,56,Brock Pierce / Karla Ballard (Independence),1
65,56,Scattered,2
65,57,Public Counter,524
65,57,Manually Counted Emergency,0
65,57,Absentee / Military,139
65,57,Federal,3
65,57,Special Presidential,0
65,57,Affidavit,6
65,57,Joseph R. Biden / Kamala D. Harris (Democratic),488
65,57,Donald J. Trump / Michael R. Pence (Republican),95
65,57,Donald J. Trump / Michael R. Pence (Conservative),16
65,57,Joseph R. Biden / Kamala D. Harris (Working Families),61
65,57,Howie Hawkins / Angela Nicole Walker (Green),4
65,57,Jo Jorgensen / Jeremy Cohen (Libertarian),0
65,57,Brock Pierce / Karla Ballard (Independence),0
65,57,Scattered,1
65,58,Public Counter,386
65,58,Manually Counted Emergency,0
65,58,Absentee / Military,204
65,58,Federal,6
65,58,Special Presidential,0
65,58,Affidavit,3
65,58,Joseph R. Biden / Kamala D. Harris (Democratic),445
65,58,Donald J. Trump / Michael R. Pence (Republican),51
65,58,Donald J. Trump / Michael R. Pence (Conservative),4
65,58,Joseph R. Biden / Kamala D. Harris (Working Families),82
65,58,Howie Hawkins / Angela Nicole Walker (Green),5
65,58,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,58,Brock Pierce / Karla Ballard (Independence),1
65,58,Scattered,6
65,59,Public Counter,423
65,59,Manually Counted Emergency,0
65,59,Absentee / Military,203
65,59,Federal,11
65,59,Special Presidential,0
65,59,Affidavit,3
65,59,Joseph R. Biden / Kamala D. Harris (Democratic),443
65,59,Donald J. Trump / Michael R. Pence (Republican),61
65,59,Donald J. Trump / Michael R. Pence (Conservative),7
65,59,Joseph R. Biden / Kamala D. Harris (Working Families),116
65,59,Howie Hawkins / Angela Nicole Walker (Green),5
65,59,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,59,Brock Pierce / Karla Ballard (Independence),0
65,59,Scattered,5
65,60,Public Counter,329
65,60,Manually Counted Emergency,0
65,60,Absentee / Military,113
65,60,Federal,6
65,60,Special Presidential,0
65,60,Affidavit,8
65,60,Joseph R. Biden / Kamala D. Harris (Democratic),321
65,60,Donald J. Trump / Michael R. Pence (Republican),77
65,60,Donald J. Trump / Michael R. Pence (Conservative),3
65,60,Joseph R. Biden / Kamala D. Harris (Working Families),47
65,60,Howie Hawkins / Angela Nicole Walker (Green),3
65,60,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,60,Brock Pierce / Karla Ballard (Independence),1
65,60,Scattered,1
65,61,Public Counter,385
65,61,Manually Counted Emergency,0
65,61,Absentee / Military,173
65,61,Federal,1
65,61,Special Presidential,0
65,61,Affidavit,11
65,61,Joseph R. Biden / Kamala D. Harris (Democratic),415
65,61,Donald J. Trump / Michael R. Pence (Republican),86
65,61,Donald J. Trump / Michael R. Pence (Conservative),2
65,61,Joseph R. Biden / Kamala D. Harris (Working Families),55
65,61,Howie Hawkins / Angela Nicole Walker (Green),1
65,61,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,61,Brock Pierce / Karla Ballard (Independence),1
65,61,Scattered,4
65,62,Public Counter,329
65,62,Manually Counted Emergency,0
65,62,Absentee / Military,138
65,62,Federal,6
65,62,Special Presidential,0
65,62,Affidavit,6
65,62,Joseph R. Biden / Kamala D. Harris (Democratic),333
65,62,Donald J. Trump / Michael R. Pence (Republican),66
65,62,Donald J. Trump / Michael R. Pence (Conservative),3
65,62,Joseph R. Biden / Kamala D. Harris (Working Families),64
65,62,Howie Hawkins / Angela Nicole Walker (Green),4
65,62,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,62,Brock Pierce / Karla Ballard (Independence),0
65,62,Scattered,5
65,63,Public Counter,388
65,63,Manually Counted Emergency,0
65,63,Absentee / Military,154
65,63,Federal,6
65,63,Special Presidential,0
65,63,Affidavit,7
65,63,Joseph R. Biden / Kamala D. Harris (Democratic),386
65,63,Donald J. Trump / Michael R. Pence (Republican),96
65,63,Donald J. Trump / Michael R. Pence (Conservative),6
65,63,Joseph R. Biden / Kamala D. Harris (Working Families),57
65,63,Howie Hawkins / Angela Nicole Walker (Green),2
65,63,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,63,Brock Pierce / Karla Ballard (Independence),2
65,63,Scattered,1
65,64,Public Counter,397
65,64,Manually Counted Emergency,0
65,64,Absentee / Military,201
65,64,Federal,2
65,64,Special Presidential,0
65,64,Affidavit,7
65,64,Joseph R. Biden / Kamala D. Harris (Democratic),424
65,64,Donald J. Trump / Michael R. Pence (Republican),91
65,64,Donald J. Trump / Michael R. Pence (Conservative),5
65,64,Joseph R. Biden / Kamala D. Harris (Working Families),73
65,64,Howie Hawkins / Angela Nicole Walker (Green),2
65,64,Jo Jorgensen / Jeremy Cohen (Libertarian),7
65,64,Brock Pierce / Karla Ballard (Independence),1
65,64,Scattered,2
65,65,Public Counter,177
65,65,Manually Counted Emergency,0
65,65,Absentee / Military,93
65,65,Federal,10
65,65,Special Presidential,0
65,65,Affidavit,2
65,65,Joseph R. Biden / Kamala D. Harris (Democratic),205
65,65,Donald J. Trump / Michael R. Pence (Republican),40
65,65,Donald J. Trump / Michael R. Pence (Conservative),0
65,65,Joseph R. Biden / Kamala D. Harris (Working Families),32
65,65,Howie Hawkins / Angela Nicole Walker (Green),1
65,65,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,65,Brock Pierce / Karla Ballard (Independence),0
65,65,Scattered,3
65,66,Public Counter,176
65,66,Manually Counted Emergency,0
65,66,Absentee / Military,110
65,66,Federal,12
65,66,Special Presidential,0
65,66,Affidavit,3
65,66,Joseph R. Biden / Kamala D. Harris (Democratic),234
65,66,Donald J. Trump / Michael R. Pence (Republican),27
65,66,Donald J. Trump / Michael R. Pence (Conservative),1
65,66,Joseph R. Biden / Kamala D. Harris (Working Families),28
65,66,Howie Hawkins / Angela Nicole Walker (Green),1
65,66,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,66,Brock Pierce / Karla Ballard (Independence),2
65,66,Scattered,3
65,67,Public Counter,91
65,67,Manually Counted Emergency,0
65,67,Absentee / Military,48
65,67,Federal,1
65,67,Special Presidential,0
65,67,Affidavit,1
65,67,Joseph R. Biden / Kamala D. Harris (Democratic),111
65,67,Donald J. Trump / Michael R. Pence (Republican),10
65,67,Donald J. Trump / Michael R. Pence (Conservative),1
65,67,Joseph R. Biden / Kamala D. Harris (Working Families),15
65,67,Howie Hawkins / Angela Nicole Walker (Green),0
65,67,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,67,Brock Pierce / Karla Ballard (Independence),0
65,67,Scattered,2
65,68,Public Counter,451
65,68,Manually Counted Emergency,0
65,68,Absentee / Military,219
65,68,Federal,16
65,68,Special Presidential,0
65,68,Affidavit,14
65,68,Joseph R. Biden / Kamala D. Harris (Democratic),527
65,68,Donald J. Trump / Michael R. Pence (Republican),105
65,68,Donald J. Trump / Michael R. Pence (Conservative),5
65,68,Joseph R. Biden / Kamala D. Harris (Working Families),58
65,68,Howie Hawkins / Angela Nicole Walker (Green),2
65,68,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,68,Brock Pierce / Karla Ballard (Independence),0
65,68,Scattered,1
65,69,Public Counter,254
65,69,Manually Counted Emergency,0
65,69,Absentee / Military,129
65,69,Federal,24
65,69,Special Presidential,0
65,69,Affidavit,8
65,69,Joseph R. Biden / Kamala D. Harris (Democratic),322
65,69,Donald J. Trump / Michael R. Pence (Republican),39
65,69,Donald J. Trump / Michael R. Pence (Conservative),6
65,69,Joseph R. Biden / Kamala D. Harris (Working Families),39
65,69,Howie Hawkins / Angela Nicole Walker (Green),1
65,69,Jo Jorgensen / Jeremy Cohen (Libertarian),4
65,69,Brock Pierce / Karla Ballard (Independence),0
65,70,Public Counter,94
65,70,Manually Counted Emergency,0
65,70,Absentee / Military,50
65,70,Federal,1
65,70,Special Presidential,0
65,70,Affidavit,3
65,70,Joseph R. Biden / Kamala D. Harris (Democratic),122
65,70,Donald J. Trump / Michael R. Pence (Republican),11
65,70,Donald J. Trump / Michael R. Pence (Conservative),1
65,70,Joseph R. Biden / Kamala D. Harris (Working Families),14
65,70,Howie Hawkins / Angela Nicole Walker (Green),0
65,70,Jo Jorgensen / Jeremy Cohen (Libertarian),0
65,70,Brock Pierce / Karla Ballard (Independence),0
65,71,Public Counter,370
65,71,Manually Counted Emergency,0
65,71,Absentee / Military,175
65,71,Federal,11
65,71,Special Presidential,0
65,71,Affidavit,18
65,71,Joseph R. Biden / Kamala D. Harris (Democratic),420
65,71,Donald J. Trump / Michael R. Pence (Republican),71
65,71,Donald J. Trump / Michael R. Pence (Conservative),5
65,71,Joseph R. Biden / Kamala D. Harris (Working Families),68
65,71,Howie Hawkins / Angela Nicole Walker (Green),3
65,71,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,71,Brock Pierce / Karla Ballard (Independence),0
65,71,Scattered,3
65,72,Public Counter,400
65,72,Manually Counted Emergency,0
65,72,Absentee / Military,187
65,72,Federal,14
65,72,Special Presidential,0
65,72,Affidavit,9
65,72,Joseph R. Biden / Kamala D. Harris (Democratic),463
65,72,Donald J. Trump / Michael R. Pence (Republican),82
65,72,Donald J. Trump / Michael R. Pence (Conservative),4
65,72,Joseph R. Biden / Kamala D. Harris (Working Families),52
65,72,Howie Hawkins / Angela Nicole Walker (Green),1
65,72,Jo Jorgensen / Jeremy Cohen (Libertarian),4
65,72,Brock Pierce / Karla Ballard (Independence),0
65,72,Scattered,2
65,73,Public Counter,283
65,73,Manually Counted Emergency,0
65,73,Absentee / Military,114
65,73,Federal,10
65,73,Special Presidential,0
65,73,Affidavit,5
65,73,Joseph R. Biden / Kamala D. Harris (Democratic),298
65,73,Donald J. Trump / Michael R. Pence (Republican),48
65,73,Donald J. Trump / Michael R. Pence (Conservative),1
65,73,Joseph R. Biden / Kamala D. Harris (Working Families),59
65,73,Howie Hawkins / Angela Nicole Walker (Green),4
65,73,Jo Jorgensen / Jeremy Cohen (Libertarian),0
65,73,Brock Pierce / Karla Ballard (Independence),0
65,74,Public Counter,461
65,74,Manually Counted Emergency,0
65,74,Absentee / Military,129
65,74,Federal,7
65,74,Special Presidential,0
65,74,Affidavit,8
65,74,Joseph R. Biden / Kamala D. Harris (Democratic),452
65,74,Donald J. Trump / Michael R. Pence (Republican),65
65,74,Donald J. Trump / Michael R. Pence (Conservative),2
65,74,Joseph R. Biden / Kamala D. Harris (Working Families),79
65,74,Howie Hawkins / Angela Nicole Walker (Green),0
65,74,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,74,Brock Pierce / Karla Ballard (Independence),0
65,74,Scattered,3
65,75,Public Counter,366
65,75,Manually Counted Emergency,0
65,75,Absentee / Military,179
65,75,Federal,24
65,75,Special Presidential,0
65,75,Affidavit,5
65,75,Joseph R. Biden / Kamala D. Harris (Democratic),432
65,75,Donald J. Trump / Michael R. Pence (Republican),54
65,75,Donald J. Trump / Michael R. Pence (Conservative),2
65,75,Joseph R. Biden / Kamala D. Harris (Working Families),80
65,75,Howie Hawkins / Angela Nicole Walker (Green),0
65,75,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,75,Brock Pierce / Karla Ballard (Independence),1
65,75,Scattered,1
65,76,Public Counter,437
65,76,Manually Counted Emergency,0
65,76,Absentee / Military,212
65,76,Federal,22
65,76,Special Presidential,0
65,76,Affidavit,8
65,76,Joseph R. Biden / Kamala D. Harris (Democratic),523
65,76,Donald J. Trump / Michael R. Pence (Republican),61
65,76,Donald J. Trump / Michael R. Pence (Conservative),5
65,76,Joseph R. Biden / Kamala D. Harris (Working Families),84
65,76,Howie Hawkins / Angela Nicole Walker (Green),2
65,76,Jo Jorgensen / Jeremy Cohen (Libertarian),4
65,76,Brock Pierce / Karla Ballard (Independence),0
65,77,Public Counter,488
65,77,Manually Counted Emergency,0
65,77,Absentee / Military,151
65,77,Federal,16
65,77,Special Presidential,0
65,77,Affidavit,9
65,77,Joseph R. Biden / Kamala D. Harris (Democratic),449
65,77,Donald J. Trump / Michael R. Pence (Republican),85
65,77,Donald J. Trump / Michael R. Pence (Conservative),8
65,77,Joseph R. Biden / Kamala D. Harris (Working Families),106
65,77,Howie Hawkins / Angela Nicole Walker (Green),5
65,77,Jo Jorgensen / Jeremy Cohen (Libertarian),2
65,77,Brock Pierce / Karla Ballard (Independence),1
65,77,Scattered,6
65,78,Public Counter,294
65,78,Manually Counted Emergency,0
65,78,Absentee / Military,127
65,78,Federal,7
65,78,Special Presidential,0
65,78,Affidavit,7
65,78,Joseph R. Biden / Kamala D. Harris (Democratic),317
65,78,Donald J. Trump / Michael R. Pence (Republican),26
65,78,Donald J. Trump / Michael R. Pence (Conservative),6
65,78,Joseph R. Biden / Kamala D. Harris (Working Families),79
65,78,Howie Hawkins / Angela Nicole Walker (Green),3
65,78,Jo Jorgensen / Jeremy Cohen (Libertarian),3
65,78,Brock Pierce / Karla Ballard (Independence),0
65,78,Scattered,1
65,79,Public Counter,469
65,79,Manually Counted Emergency,0
65,79,Absentee / Military,202
65,79,Federal,17
65,79,Special Presidential,0
65,79,Affidavit,8
65,79,Joseph R. Biden / Kamala D. Harris (Democratic),506
65,79,Donald J. Trump / Michael R. Pence (Republican),41
65,79,Donald J. Trump / Michael R. Pence (Conservative),4
65,79,Joseph R. Biden / Kamala D. Harris (Working Families),137
65,79,Howie Hawkins / Angela Nicole Walker (Green),3
65,79,Jo Jorgensen / Jeremy Cohen (Libertarian),1
65,79,Brock Pierce / Karla Ballard (Independence),1
65,79,Scattered,3
65,80,Public Counter,448
65,80,Manually Counted Emergency,0
65,80,Absentee / Military,198
65,80,Federal,14
65,80,Special Presidential,0
65,80,Affidavit,5
65,80,Joseph R. Biden / Kamala D. Harris (Democratic),489
65,80,Donald J. Trump / Michael R. Pence (Republican),66
65,80,Donald J. Trump / Michael R. Pence (Conservative),1
65,80,Joseph R. Biden / Kamala D. Harris (Working Families),93
65,80,Howie Hawkins / Angela Nicole Walker (Green),4
65,80,Jo Jorgensen / Jeremy Cohen (Libertarian),4
65,80,Brock Pierce / Karla Ballard (Independence),1
65,81,Public Counter,474
65,81,Manually Counted Emergency,0
65,81,Absentee / Military,145
65,81,Federal,21
65,81,Special Presidential,0
65,81,Affidavit,4
65,81,Joseph R. Biden / Kamala D. Harris (Democratic),467
65,81,Donald J. Trump / Michael R. Pence (Republican),60
65,81,Donald J. Trump / Michael R. Pence (Conservative),11
